"forme";"féminin";"féminin_pluriel";"pluriel";"z";"indice";"Id"
"empoisonneur";;;"empoisonneurs";1;0;65198
"empoisonneuse";;;"empoisonneuses";1;0;65199
"cisaillement";;;"cisaillements";1;0;107279
"cisèlement";;;"cisèlements";1;0;107280
"cisellement";;;"cisellements";1;0;107281
"cloisonnement";;;"cloisonnements";1;5;107287
"enrésinement";;;"enrésinements";1;0;65415
"enthousiasme";;;"enthousiasmes";1;26;65455
"entreposage";;;"entreposages";1;5;65506
"entreposeur";;;"entreposeurs";1;0;65507
"entrepositaire";;;"entrepositaires";1;0;65508
"entresol";;;"entresols";1;1;65512
"énurésie";;;"énurésies";1;0;65523
"enzootie";;;"enzooties";1;0;65546
"enzyme";;;"enzymes";1;3;65547
"enzymologie";;;"enzymologies";1;0;65548
"éosine";;;"éosines";1;0;65554
"épiaison";;;"épiaisons";1;0;65600
"épisode";;;"épisodes";1;27;65650
"épizootie";;;"épizooties";1;0;65668
"épouseur";;;"épouseurs";1;0;65683
"épuisette";;;"épuisettes";1;1;65696
"érésipèle";;;"érésipèles";1;0;65740
"érosion";;;"érosions";1;5;65754
"érysipèle";;;"érysipèles";1;0;65772
"ésérine";;;"ésérines";1;0;65831
"ésotérisme";;;"ésotérismes";1;3;65833
"étatisation";;;"étatisations";1;2;65961
"éthérisation";;;"éthérisations";1;0;65979
"étisie";;;"étisies";1;0;66009
"étrésillon";;;"étrésillons";1;0;66036
"européanisation";;;"européanisations";1;0;66078
"euthanasie";;;"euthanasies";1;2;66085
"évangélisation";;;"évangélisations";1;7;66094
"évasion";;;"évasions";1;13;66103
"évasure";;;"évasures";1;0;66104
"evzone";;;"evzones";1;0;66131
"excision";;;"excisions";1;1;66159
"exclusion";;;"exclusions";1;428;66168
"exclusivisme";;;"exclusivismes";1;1;66170
"exclusivité";;;"exclusivités";1;4;66171
"exhalaison";;;"exhalaisons";1;0;66201
"exorcisation";;;"exorcisations";1;0;66228
"exorciseur";;;"exorciseurs";1;0;66229
"expertise";"";;"expertises";1;292;66255
"explosion";;;"explosions";1;6;66272
"exposition";;;"expositions";1;3;66278
"extériorisation";;;"extériorisations";1;1;66301
"extravasation";;;"extravasations";1;0;66327
"extrusion";;;"extrusions";1;0;66337
"faisandage";;;"faisandages";1;0;66413
"faisandeau";;;"faisandeaux";1;0;66414
"faisanderie";;;"faisanderies";1;0;66415
"faisane";;;"faisanes";1;0;66416
"faisan";;;"faisans";1;2;66417
"faiseur";;;"faiseurs";1;4;66419
"faiseuse";;;"faiseuses";1;0;66420
"falzar";;;"falzars";1;0;66441
"fantaisie";;;"fantaisies";1;28;66464
"fantasia";;;"fantasias";1;1;66465
"fatrasie";;;"fatrasies";1;0;66507
"fauchaison";;;"fauchaisons";1;0;66517
"fazenda";;;"fazendas";1;0;66552
"féminisation";;;"féminisations";1;0;66595
"fenaison";;;"fenaisons";1;0;66602
"fertilisation";;;"fertilisations";1;1;66658
"feuillaison";;;"feuillaisons";1;0;66678
"creusement";;;"creusements";1;2;107395
"filoselle";;;"filoselles";1;0;66790
"flatuosité";;;"flatuosités";1;0;66896
"fleuraison";;;"fleuraisons";1;0;66911
"floraison";;;"floraisons";1;13;66937
"flottaison";;;"flottaisons";1;1;66951
"flouze";;;"flouzes";1;0;66961
"foison";;;"foisons";1;1;66989
"fongosité";;;"fongosités";1;0;67029
"forclusion";;;"forclusions";1;3;67056
"formalisation";;;"formalisations";1;6;67072
"croisement";;;"croisements";1;38;107410
"fossilisation";;;"fossilisations";1;1;67106
"foutaise";"";;"foutaises";1;4;67179
"fraisage";;;"fraisages";1;0;67200
"fraiseur";;;"fraiseurs";1;0;67202
"fraiseuse";;;"fraiseuses";1;0;67203
"fraisier";;;"fraisiers";1;0;67204
"fraisil";;;"fraisils";1;0;67205
"framboisier";;;"framboisiers";1;1;67208
"francisation";;;"francisations";1;0;67215
"déboisement";;;"déboisements";1;0;107415
"fraternisation";;;"fraternisations";1;1;67240
"freesia";;;"freesias";1;0;67255
"frénésie";;;"frénésies";1;2;67267
"friselis";;;"friselis";1;0;67317
"frisette";;;"frisettes";1;1;67320
"frisure";;;"frisures";1;0;67325
"frondaison";;;"frondaisons";1;2;67353
"fusainiste";;;"fusainistes";1;0;67437
"fusain";;;"fusains";1;0;67438
"fuseau";;;"fuseaux";1;2;67440
"fuselage";;;"fuselages";1;8;67442
"fusette";;;"fusettes";1;0;67443
"fusibilité";;;"fusibilités";1;0;67444
"fusilier";;;"fusiliers";1;1;67446
"fusillade";;;"fusillades";1;3;67447
"fusilleur";;;"fusilleurs";1;0;67448
"fusil";;;"fusils";1;1;67449
"fusiniste";;;"fusinistes";1;0;67450
"fusion";;;"fusions";1;79;67452
"gaize";;;"gaizes";1;0;67513
"galvanisation";;;"galvanisations";1;1;67570
"garnison";;;"garnisons";1;4;67647
"gasoil";;;"gasoils";1;1;67661
"gauloiserie";;;"gauloiseries";1;0;67703
"gazéification";;;"gazéifications";1;0;67715
"gazelle";;;"gazelles";1;1;67716
"gaze";;;"gazes";1;2;67717
"gazetière";;;"gazetières";1;0;67718
"gazetier";;;"gazetiers";1;0;67719
"gazette";;;"gazettes";1;3;67720
"gazogène";;;"gazogènes";1;0;67724
"gazoline";;;"gazolines";1;0;67725
"gazomètre";;;"gazomètres";1;0;67726
"gazon";;;"gazons";1;7;67728
"gazouillis";;;"gazouillis";1;1;67730
"généralisation";;;"généralisations";1;11;67768
"générosité";;;"générosités";1;15;67779
"géodésie";;;"géodésies";1;0;67822
"géosynclinal";;;"géosynclinaux";1;1;67839
"germanisation";;;"germanisations";1;0;67862
"gerzeau";;;"gerzeaux";1;0;67878
"gésier";;;"gésiers";1;0;67879
"gésine";;;"gésines";1;0;67880
"geyser";;;"geysers";1;0;67888
"gibbosité";;;"gibbosités";1;0;67893
"girasol";;;"girasols";1;0;67926
"giselle";;;"giselles";1;0;67941
"glaisière";;;"glaisières";1;0;67964
"glucoside";;;"glucosides";1;0;68024
"glycosurie";;;"glycosuries";1;0;68036
"gnoséologie";;;"gnoséologies";1;0;68053
"gnosie";;;"gnosies";1;0;68054
"gonze";;;"gonzes";1;1;68118
"gonzesse";;;"gonzesses";1;0;68119
"gorgonzola";;;"gorgonzolas";1;0;68128
"gosette";;;"gosettes";1;0;68130
"gosier";;;"gosiers";1;1;68131
"gourmandise";"";;"gourmandises";1;3;68173
"gracieuseté";;;"gracieusetés";1;0;68203
"grésil";;;"grésils";1;0;68342
"défrisement";;;"défrisements";1;0;107445
"grisaille";;;"grisailles";1;1;68394
"grisard";;;"grisards";1;0;68395
"griserie";;;"griseries";1;2;68398
"griset";;;"grisets";1;0;68399
"grisette";;;"grisettes";1;0;68400
"grisou";;;"grisous";1;0;68403
"grivoiserie";;;"grivoiseries";1;0;68408
"grizzli";;;"grizzlis";1;0;68409
"grizzly";;;"grizzlys";1;0;68410
"dégazonnement";;;"dégazonnements";1;0;107447
"dégrisement";;;"dégrisements";1;0;107448
"groisil";;;"groisils";1;0;68423
"groseille";;;"groseilles";1;0;68431
"groseillier";;;"groseilliers";1;0;68432
"guérison";;;"guérisons";1;21;68480
"déguisement";;;"déguisements";1;4;107449
"dépaysement";;;"dépaysements";1;2;107453
"gueuserie";;;"gueuseries";1;0;68500
"gueuze";;;"gueuzes";1;0;68502
"guèze";;;"guèzes";1;0;68503
"guisarme";;;"guisarmes";1;0;68547
"guzla";;;"guzlas";1;0;68555
"gymnasiarque";;;"gymnasiarques";1;0;68558
"gymnosophiste";;;"gymnosophistes";1;0;68562
"débaptisant";"débaptisante";"débaptisantes";"débaptisants";1;0;86239
"harengaison";;;"harengaisons";1;0;68685
"harmonisation";;;"harmonisations";1;544;68698
"hasard";;;"hasards";1;39;68710
"havresac";;;"havresacs";1;0;68739
"hellénisation";;;"hellénisations";1;0;68785
"hématozoaire";;;"hématozoaires";1;0;68801
"hémoptysie";;;"hémoptysies";1;1;68817
"hépatisation";;;"hépatisations";1;0;68829
"herborisateur";;;"herborisateurs";1;0;68844
"herborisation";;;"herborisations";1;0;68845
"herborisatrice";;;"herborisatrices";1;0;68846
"hérésiarque";;;"hérésiarques";1;0;68854
"hérésie";;;"hérésies";1;14;68855
"hésitation";;;"hésitations";1;31;68890
"hétérosexualité";;;"hétérosexualités";1;0;68898
"hiérarchisation";;;"hiérarchisations";1;3;68922
"homéostasie";;;"homéostasies";1;0;69002
"hominisation";;;"hominisations";1;0;69011
"homogénéisation";;;"homogénéisations";1;0;69014
"homosexualité";;;"homosexualités";1;0;69026
"horizon";;;"horizons";1;58;69046
"horizontalité";;;"horizontalités";1;0;69048
"hosanna";;;"hosannas";1;0;69066
"hospitalisation";;;"hospitalisations";1;13;69070
"houseau";;;"houseaux";1;0;69109
"humanisation";;;"humanisations";1;3;69138
"hydropisie";;;"hydropisies";1;0;69213
"hyperesthésie";;;"hyperesthésies";1;0;69242
"hypermnésie";;;"hypermnésies";1;0;69247
"hyperplasie";;;"hyperplasies";1;3;69248
"hypnotiseur";;;"hypnotiseurs";1;0;69259
"hypnotiseuse";;;"hypnotiseuses";1;0;69260
"hypocrisie";;;"hypocrisies";1;4;69266
"hyposulfite";;;"hyposulfites";1;0;69274
"hypothèse";"";;"hypothèses";1;54;69282
"hysope";;;"hysopes";1;0;69285
"ichtyosaure";;;"ichtyosaures";1;0;69301
"idéalisation";;;"idéalisations";1;0;69316
"idiosyncrasie";;;"idiosyncrasies";1;1;69333
"illisibilité";;;"illisibilités";1;0;69363
"illusionnisme";;;"illusionnismes";1;0;69367
"illusionniste";;;"illusionnistes";1;0;69368
"illusion";;;"illusions";1;8;69369
"immobilisation";;;"immobilisations";1;10;69410
"immunisation";;;"immunisations";1;1;69422
"impécuniosité";;;"impécuniosités";1;0;69440
"imperméabilisation";;;"imperméabilisations";1;0;69453
"impétuosité";;;"impétuosités";1;0;69463
"implosion";;;"implosions";1;1;69470
"imposition";;;"impositions";1;60;69480
"imprécision";;;"imprécisions";1;2;69491
"impresario";;;"impresarios";1;3;69494
"imprésario";;;"imprésarios";1;0;69495
"imprévisibilité";;;"imprévisibilités";1;1;69501
"imprévision";;;"imprévisions";1;0;69502
"improvisateur";;;"improvisateurs";1;0;69515
"improvisation";;;"improvisations";1;3;69516
"improvisatrice";;;"improvisatrices";1;0;69517
"incision";;;"incisions";1;4;69572
"incisure";;;"incisures";1;0;69574
"inclinaison";;;"inclinaisons";1;5;69581
"inclusion";;;"inclusions";1;346;69583
"incuriosité";;;"incuriosités";1;0;69633
"indécision";;;"indécisions";1;0;69638
"indemnisation";;;"indemnisations";1;76;69644
"indisposition";;;"indispositions";1;2;69676
"individualisation";;;"individualisations";1;9;69679
"indivisaire";;;"indivisaires";1;0;69686
"indivisibilité";;;"indivisibilités";1;1;69687
"indivision";;;"indivisions";1;7;69688
"indusie";;;"indusies";1;0;69701
"industrialisation";;;"industrialisations";1;14;69702
"infériorisation";;;"infériorisations";1;0;69738
"influenza";;;"influenzas";1;0;69764
"informatisation";;;"informatisations";1;4;69771
"infusion";;;"infusions";1;1;69779
"infusoire";;;"infusoires";1;1;69780
"ingéniosité";;;"ingéniosités";1;3;69782
"inorganisation";;;"inorganisations";1;0;69833
"inquisition";;;"inquisitions";1;3;69837
"insaisissabilité";;;"insaisissabilités";1;0;69838
"insonorisation";;;"insonorisations";1;0;69866
"institutionnalisation";;;"institutionnalisations";1;21;69892
"insuffisance";;;"insuffisances";1;35;69905
"intériorisation";;;"intériorisations";1;0;69972
"internationalisation";;;"internationalisations";1;12;69984
"désabonnement";;;"désabonnements";1;0;107470
"désabusement";;;"désabusements";1;0;107471
"interposition";;;"interpositions";1;1;70003
"intronisation";;;"intronisations";1;0;70056
"intrusion";;;"intrusions";1;10;70059
"invasion";;;"invasions";1;7;70072
"invisibilité";;;"invisibilités";1;0;70094
"invraisemblance";;;"invraisemblances";1;2;70103
"ionisation";;;"ionisations";1;3;70111
"irisation";;;"irisations";1;0;70124
"irrésolution";;;"irrésolutions";1;1;70149
"isard";;;"isards";1;0;70158
"isatis";;;"isatis";1;0;70159
"isocarde";;;"isocardes";1;0;70168
"isochronisme";;;"isochronismes";1;0;70169
"isodynamie";;;"isodynamies";1;0;70170
"isolateur";;;"isolateurs";1;1;70172
"isolationnisme";;;"isolationnismes";1;1;70173
"isolation";;;"isolations";1;5;70175
"isolat";;;"isolats";1;0;70176
"isoloir";;;"isoloirs";1;0;70178
"isomérisation";;;"isomérisations";1;0;70180
"isomorphie";;;"isomorphies";1;0;70181
"isomorphisme";;;"isomorphismes";1;0;70182
"isonomie";;;"isonomies";1;0;70183
"isoprène";;;"isoprènes";1;0;70184
"isorel";;;"isorels";1;0;70185
"isostasie";;;"isostasies";1;0;70186
"isothermes";;;"isothermes";1;0;70187
"isotonie";;;"isotonies";1;0;70188
"isotropie";;;"isotropies";1;0;70189
"jalousie";;;"jalousies";1;19;70260
"jambosier";;;"jambosiers";1;0;70270
"jamerosier";;;"jamerosiers";1;0;70271
"japonaiserie";;;"japonaiseries";1;0;70281
"jaseran";;;"jaserans";1;0;70311
"jaseron";;;"jaserons";1;0;70312
"javellisation";;;"javellisations";1;0;70337
"jazz";;;"jazz";1;1;70340
"jésuitisme";;;"jésuitismes";1;0;70356
"jésus";;;"jésus";1;0;70357
"joséphisme";;;"joséphismes";1;0;70408
"joyeuseté";;;"joyeusetés";1;0;70438
"jusant";;;"jusants";1;0;70501
"juxtaposition";;;"juxtapositions";1;7;70518
"kaiser";;;"kaisers";1;6;70524
"kamikaze";;;"kamikazes";1;1;70532
"kaolinisation";;;"kaolinisations";1;0;70539
"kératinisation";;;"kératinisations";1;0;70566
"kérosène";;;"kérosènes";1;0;70573
"kieselguhr";;;"kieselguhrs";1;0;70595
"kinésithérapeute";;;"kinésithérapeutes";1;0;70611
"kinésithérapie";;;"kinésithérapies";1;0;70612
"kinesthésie";;;"kinesthésies";1;0;70613
"kolkhoze";;;"kolkhozes";1;0;70635
"konzern";;;"konzerns";1;0;70639
"kreutzer";;;"kreutzers";1;0;70658
"labialisation";;;"labialisations";1;0;70680
"laïcisation";;;"laïcisations";1;0;70737
"laize";;;"laizes";1;0;70765
"lamaserie";;;"lamaseries";1;0;70773
"lasagne";;;"lasagnes";1;0;70907
"laser";;;"lasers";1;31;70911
"latinisation";;;"latinisations";1;0;70925
"lauze";;;"lauzes";1;5;70947
"lazaret";;;"lazarets";1;0;70970
"lazulite";;;"lazulites";1;0;70971
"lazzarone";;;"lazzarones";1;0;70972
"lazzi";;;"lazzis";1;0;70973
"leasing";;;"leasings";1;11;70976
"légalisation";;;"légalisations";1;0;70992
"léproserie";;;"léproseries";1;3;71051
"lésine";;;"lésines";1;0;71055
"lésinerie";;;"lésineries";1;0;71056
"lésion";;;"lésions";1;25;71059
"leucoplasie";;;"leucoplasies";1;0;71082
"lexicalisation";;;"lexicalisations";1;0;71109
"lézarde";;;"lézardes";1;0;71117
"lézard";;;"lézards";1;0;71118
"liaison";;;"liaisons";1;538;71121
"libéralisation";;;"libéralisations";1;3;71136
"limoselle";;;"limoselles";1;0;71246
"lisage";;;"lisages";1;0;71310
"lisérage";;;"lisérages";1;0;71312
"liseron";;;"liserons";1;0;71315
"lisette";;;"lisettes";1;0;71316
"liseur";;;"liseurs";1;0;71317
"liseuse";;;"liseuses";1;0;71318
"lisibilité";;;"lisibilités";1;4;71319
"lisière";;;"lisières";1;5;71320
"lisier";;;"lisiers";1;0;71321
"livraison";;;"livraisons";1;37;71369
"localisation";;;"localisations";1;75;71384
"loisir";;;"loisirs";1;6;71428
"losange";;;"losanges";1;3;71472
"luisance";;;"luisances";1;0;71545
"luminosité";;;"luminosités";1;1;71555
"lunaison";;;"lunaisons";1;0;71559
"lusin";;;"lusins";1;0;71578
"lutéinisation";;;"lutéinisations";1;0;71588
"luzerne";;;"luzernes";1;1;71607
"luzernière";;;"luzernières";1;0;71608
"luzule";;;"luzules";1;0;71609
"lyophilisation";;;"lyophilisations";1;5;71635
"lysat";;;"lysats";1;0;71640
"lysimaque";;;"lysimaques";1;0;71642
"lysine";;;"lysines";1;4;71643
"mademoiselle";;;"mademoiselles";1;1;71704
"madérisation";;;"madérisations";1;0;71706
"magasinage";;;"magasinages";1;0;71717
"magasinier";;;"magasiniers";1;0;71718
"magasin";;;"magasins";1;4;71719
"magazine";;;"magazines";1;2;71720
"maghzen";;;"maghzens";1;0;71725
"magnésie";;;"magnésies";1;1;71740
"magnésite";;;"magnésites";1;0;71741
"magnésium";;;"magnésiums";1;8;71742
"magnétisation";;;"magnétisations";1;0;71743
"magnétiseur";;;"magnétiseurs";1;0;71744
"magnétiseuse";;;"magnétiseuses";1;0;71745
"maisonnée";;;"maisonnées";1;2;71806
"maisonnette";;;"maisonnettes";1;2;71807
"maison";;;"maisons";1;19;71808
"maïzena";;;"maïzenas";1;0;71812
"makhzen";;;"makhzens";1;0;71823
"malfaisance";;;"malfaisances";1;1;71854
"malocclusion";;;"malocclusions";1;0;71874
"malthusianisme";;;"malthusianismes";1;0;71884
"désagrément";;;"désagréments";1;2;107491
"manzanilla";;;"manzanillas";1;0;72038
"maquisard";;;"maquisards";1;1;72055
"marchandise";"";;"marchandises";1;62;72090
"marmouset";;;"marmousets";1;0;72177
"marquisat";;;"marquisats";1;0;72198
"maser";;;"masers";1;0;72241
"masochisme";;;"masochismes";1;5;72244
"masure";;;"masures";1;1;72278
"matérialisation";;;"matérialisations";1;1;72292
"mathématisation";;;"mathématisations";1;4;72307
"mathusalem";;;"mathusalems";1;0;72312
"mauser";;;"mausers";1;1;72347
"mausolée";;;"mausolées";1;2;72348
"mauvaiseté";;;"mauvaisetés";1;0;72351
"mazagran";;;"mazagrans";1;0;72368
"mazdéisme";;;"mazdéismes";1;0;72369
"mazette";;;"mazettes";1;0;72370
"mazout";;;"mazouts";1;3;72371
"mazurka";;;"mazurkas";1;0;72372
"mécanisation";;;"mécanisations";1;3;72379
"médiatisation";;;"médiatisations";1;1;72424
"médisance";;;"médisances";1;2;72436
"mélèze";;;"mélèzes";1;0;72485
"mélusine";;;"mélusines";1;19;72502
"mémorisation";;;"mémorisations";1;0;72514
"ménopausée";;;"ménopausées";1;0;72545
"mensualisation";;;"mensualisations";1;0;72554
"menuiserie";;;"menuiseries";1;7;72571
"menuisier";;;"menuisiers";1;2;72572
"mercerisage";;;"mercerisages";1;0;72586
"merchandising";;;"merchandisings";1;0;72587
"merisier";;;"merisiers";1;1;72608
"mésalliance";;;"mésalliances";1;1;72627
"mésange";;;"mésanges";1;5;72628
"mésangette";;;"mésangettes";1;0;72629
"mésaventure";;;"mésaventures";1;4;72631
"mésentente";;;"mésententes";1;0;72635
"mésentère";;;"mésentères";1;0;72636
"mésestime";;;"mésestimes";1;0;72637
"mésintelligence";;;"mésintelligences";1;0;72638
"mésoderme";;;"mésodermes";1;0;72641
"méson";;;"mésons";1;7;72642
"mesurage";;;"mesurages";1;0;72660
"mesure";;;"mesures";1;2780;72661
"mesureur";;;"mesureurs";1;1;72662
"métallisation";;;"métallisations";1;0;72671
"métazoaire";;;"métazoaires";1;0;72690
"méticulosité";;;"méticulosités";1;1;72709
"mézail";;;"mézails";1;0;72749
"mezzanine";;;"mezzanines";1;0;72750
"mezzo";;;"mezzos";1;8;72751
"microsillon";;;"microsillons";1;6;72788
"militarisation";;;"militarisations";1;1;72830
"millésime";;;"millésimes";1;2;72844
"minéralisation";;;"minéralisations";1;0;72877
"miniaturisation";;;"miniaturisations";1;1;72890
"minimisation";;;"minimisations";1;6;72896
"minnesinger";;;"minnesingers";1;0;72901
"misaine";;;"misaines";1;1;72948
"misanthropie";;;"misanthropies";1;2;72950
"misérabilisme";;;"misérabilismes";1;0;72954
"misère";;;"misères";1;44;72955
"miserere";;;"miserere";1;0;72956
"miséréré";;;"misérérés";1;0;72957
"miséricorde";;;"miséricordes";1;5;72958
"misogynie";;;"misogynies";1;0;72959
"misonéisme";;;"misonéismes";1;0;72960
"mithridatisation";;;"mithridatisations";1;0;72978
"mobilisation";;;"mobilisations";1;124;73002
"modélisation";;;"modélisations";1;0;73015
"modernisation";;;"modernisations";1;60;73025
"moisissure";;;"moisissures";1;4;73056
"molinosisme";;;"molinosismes";1;0;73078
"monazite";;;"monazites";1;0;73110
"mondovision";;;"mondovisions";1;0;73114
"monopolisateur";;;"monopolisateurs";1;0;73158
"monopolisation";;;"monopolisations";1;0;73159
"monopolisatrice";;;"monopolisatrices";1;0;73160
"monosyllabisme";;;"monosyllabismes";1;0;73165
"monstruosité";;;"monstruosités";1;0;73174
"montaison";;;"montaisons";1;0;73180
"moralisation";;;"moralisations";1;0;73209
"morosité";;;"morosités";1;0;73243
"mortaisage";;;"mortaisages";1;0;73254
"mortaiseuse";;;"mortaiseuses";1;0;73256
"mosaïsme";;;"mosaïsmes";1;0;73271
"mosaïste";;;"mosaïstes";1;0;73272
"mosette";;;"mosettes";1;0;73274
"motorisation";;;"motorisations";1;5;73294
"mozette";;;"mozettes";1;0;73393
"mucosité";;;"mucosités";1;1;73398
"muezzin";;;"muezzins";1;0;73404
"municipalisation";;;"municipalisations";1;2;73433
"musaraigne";;;"musaraignes";1;1;73459
"musardise";;;"musardises";1;0;73461
"museau";;;"museaux";1;12;73479
"muselet";;;"muselets";1;0;73481
"muselière";;;"muselières";1;0;73482
"muséographie";;;"muséographies";1;0;73485
"muséologie";;;"muséologies";1;0;73486
"muserolle";;;"muserolles";1;0;73487
"musette";;;"musettes";1;1;73488
"muséum";;;"muséums";1;1;73489
"musicalité";;;"musicalités";1;1;73490
"musicographe";;;"musicographes";1;0;73493
"musicographie";;;"musicographies";1;0;73494
"musicologie";;;"musicologies";1;1;73495
"musicologue";;;"musicologues";1;0;73496
"musique";;;"musiques";1;139;73497
"musiquette";;;"musiquettes";1;1;73498
"musoir";;;"musoirs";1;0;73499
"myosotis";;;"myosotis";1;2;73544
"myrosine";;;"myrosines";1;0;73550
"nabuchodonosor";;;"nabuchodonosors";1;0;73578
"nasalisation";;;"nasalisations";1;0;73644
"nasalité";;;"nasalités";1;0;73645
"naseau";;;"naseaux";1;1;73648
"nasilleur";;;"nasilleurs";1;0;73651
"nasilleuse";;;"nasilleuses";1;0;73652
"nasique";;;"nasiques";1;0;73653
"nasitort";;;"nasitorts";1;0;73654
"nationalisation";;;"nationalisations";1;3;73661
"naturalisation";;;"naturalisations";1;5;73677
"nausée";;;"nausées";1;7;73692
"nazisme";;;"nazismes";1;8;73714
"néantisation";;;"néantisations";1;0;73716
"nébulisation";;;"nébulisations";1;0;73720
"nébuliseur";;;"nébuliseurs";1;0;73721
"nébulosité";;;"nébulosités";1;0;73722
"néoplasie";;;"néoplasies";1;0;73797
"nervosisme";;;"nervosismes";1;1;73819
"nervosité";;;"nervosités";1;3;73820
"désappointement";;;"désappointements";1;0;107514
"neurophysiologie";;;"neurophysiologies";1;3;73846
"neutralisation";;;"neutralisations";1;2;73851
"niaiserie";;;"niaiseries";1;4;73876
"nietzschéisme";;;"nietzschéismes";1;0;73901
"nitrobenzène";;;"nitrobenzènes";1;0;73931
"nitrobenzine";;;"nitrobenzines";1;0;73932
"nitrosation";;;"nitrosations";1;0;73935
"nizeré";;;"nizerés";1;0;73951
"nodosité";;;"nodosités";1;0;73970
"noiseraie";;;"noiseraies";1;0;73980
"noisetier";;;"noisetiers";1;0;73981
"noisette";;;"noisettes";1;1;73982
"normalisation";;;"normalisations";1;37;74014
"nosographie";;;"nosographies";1;0;74024
"nosologie";;;"nosologies";1;0;74025
"nosologiste";;;"nosologistes";1;0;74026
"nouaison";;;"nouaisons";1;0;74044
"nuisance";;;"nuisances";1;2;74093
"oasis";;;"oasis";1;368;74135
"obésité";;;"obésités";1;0;74142
"obséquiosité";;;"obséquiosités";1;0;74178
"obtusion";;;"obtusions";1;0;74199
"obusier";;;"obusiers";1;0;74200
"occasionnalisme";;;"occasionnalismes";1;0;74205
"occasion";;;"occasions";1;724;74206
"occidentalisation";;;"occidentalisations";1;1;74208
"occlusion";;;"occlusions";1;0;74213
"officialisation";;;"officialisations";1;0;74268
"oiseau";;;"oiseaux";1;64;74295
"oiselet";;;"oiselets";1;0;74296
"oiseleur";;;"oiseleurs";1;0;74297
"oiselière";;;"oiselières";1;0;74298
"oiselier";;;"oiseliers";1;0;74299
"oiselle";;;"oiselles";1;2;74300
"oisellerie";;;"oiselleries";1;0;74301
"oisillon";;;"oisillons";1;0;74303
"oisiveté";;;"oisivetés";1;3;74305
"oison";;;"oisons";1;0;74306
"olivaison";;;"olivaisons";1;0;74326
"omniprésence";;;"omniprésences";1;0;74355
"onctuosité";;;"onctuosités";1;0;74366
"onomasiologie";;;"onomasiologies";1;0;74386
"onzain";;;"onzains";1;0;74395
"opalisation";;;"opalisations";1;0;74404
"opposabilité";;;"opposabilités";1;0;74440
"opposition";;;"oppositions";1;540;74447
"optimisation";;;"optimisations";1;12;74455
"oraison";;;"oraisons";1;4;74467
"organisation";;;"organisations";1;994;74523
"organisatrice";;;"organisatrices";1;0;74524
"oseille";;;"oseilles";1;1;74624
"oseraie";;;"oseraies";1;0;74626
"oside";;;"osides";1;0;74627
"osier";;;"osiers";1;5;74628
"ostéosynthèse";;;"ostéosynthèses";1;0;74649
"ouvraison";;;"ouvraisons";1;0;74715
"ouzo";;;"ouzos";1;1;74724
"ovalisation";;;"ovalisations";1;0;74727
"ozène";;;"ozènes";1;0;74756
"ozocérite";;;"ozocérites";1;0;74757
"ozokérite";;;"ozokérites";1;0;74758
"ozone";;;"ozones";1;3;74759
"ozonisation";;;"ozonisations";1;0;74760
"ozoniseur";;;"ozoniseurs";1;0;74761
"palatalisation";;;"palatalisations";1;0;74845
"palingénésie";;;"palingénésies";1;0;74878
"pâmoison";;;"pâmoisons";1;0;74922
"panzer";;;"panzers";1;0;75014
"paradisier";;;"paradisiers";1;0;75076
"paraison";;;"paraisons";1;0;75086
"paralysie";;;"paralysies";1;1;75094
"paraphraseur";;;"paraphraseurs";1;0;75104
"paraphraseuse";;;"paraphraseuses";1;0;75105
"parasitisme";;;"parasitismes";1;0;75112
"parasitose";;;"parasitoses";1;0;75113
"parcellisation";;;"parcellisations";1;0;75125
"parésie";;;"parésies";1;0;75152
"paresthésie";;;"paresthésies";1;0;75156
"parisette";;;"parisettes";1;0;75178
"parisianisme";;;"parisianismes";1;0;75179
"parkérisation";;;"parkérisations";1;0;75186
"désapprovisionnement";;;"désapprovisionnements";1;0;107527
"parousie";;;"parousies";1;2;75219
"particularisation";;;"particularisations";1;0;75251
"partouze";;;"partouzes";1;0;75267
"pasteurisateur";;;"pasteurisateurs";1;0;75318
"pasteurisation";;;"pasteurisations";1;3;75319
"pataphysique";;;"pataphysiques";1;0;75330
"paupérisation";;;"paupérisations";1;0;75424
"paysage";;;"paysages";1;12;75449
"paysannat";;;"paysannats";1;0;75451
"paysannerie";;;"paysanneries";1;0;75453
"pedzouille";;;"pedzouilles";1;0;75506
"pénalisation";;;"pénalisations";1;1;75566
"pendaison";;;"pendaisons";1;1;75574
"désarmement";;;"désarmements";1;7;107533
"perfusion";;;"perfusions";1;2;75703
"pergélisol";;;"pergélisols";1;0;75704
"péroraison";;;"péroraisons";1;0;75770
"perquisition";;;"perquisitions";1;68;75781
"personnalisation";;;"personnalisations";1;2;75807
"persuasion";;;"persuasions";1;1;75818
"pertuisane";;;"pertuisanes";1;2;75822
"pertuisanier";;;"pertuisaniers";1;0;75823
"pesade";;;"pesades";1;0;75837
"pesage";;;"pesages";1;0;75838
"pesanteur";;;"pesanteurs";1;6;75839
"peseta";;;"pesetas";1;14;75842
"pesette";;;"pesettes";1;0;75843
"peseur";;;"peseurs";1;0;75844
"peseuse";;;"peseuses";1;0;75845
"peson";;;"pesons";1;0;75846
"pèze";;;"pèzes";1;0;75918
