"forme";"féminin";"féminin_pluriel";"pluriel";"z";"indice";"Id"
"assaisonné";"assaisonnée";"assaisonnées";"assaisonnés";1;0;99816
"atomisé";"atomisée";"atomisées";"atomisés";1;0;99850
"attisé";"attisée";"attisées";"attisés";1;0;99870
"avoisiné";"avoisinée";"avoisinées";"avoisinés";1;0;99887
"automatisé";"automatisée";"automatisées";"automatisés";1;0;99895
"autorisé";"autorisée";"autorisées";"autorisés";1;25;99898
"autosuggestionné";"autosuggestionnée";"autosuggestionnées";"autosuggestionnés";1;0;99899
"autotomisé";"autotomisée";"autotomisées";"autotomisés";1;0;99900
"avalisé";"avalisée";"avalisées";"avalisés";1;0;99903
"avisé";"avisée";"avisées";"avisés";1;4;99914
"axiomatisé";"axiomatisée";"axiomatisées";"axiomatisés";1;0;99921
"azuré";"azurée";"azurées";"azurés";1;1;99922
"baisé";"baisée";"baisées";"baisés";1;0;99944
"baisoté";"baisotée";"baisotées";"baisotés";1;0;99945
"balisé";"balisée";"balisées";"balisés";1;0;99954
"balkanisé";"balkanisée";"balkanisées";"balkanisés";1;0;99956
"banalisé";"banalisée";"banalisées";"banalisés";1;0;99963
"baptisé";"baptisée";"baptisées";"baptisés";1;4;99970
"basané";"basanée";"basanées";"basanés";1;1;99991
"bazardé";"bazardée";"bazardées";"bazardés";1;0;100010
"bémolisé";"bémolisée";"bémolisées";"bémolisés";1;0;100024
"besogné";"besognée";"besognées";"besognés";1;0;100032
"bestialisé";"bestialisée";"bestialisées";"bestialisés";1;0;100033
"bêtisé";"bêtisée";"bêtisées";"bêtisés";1;0;100035
"biaisé";"biaisée";"biaisées";"biaisés";1;0;100039
"biologisé";"biologisée";"biologisées";"biologisés";1;0;100059
"biseauté";"biseautée";"biseautées";"biseautés";1;0;100061
"bisegmenté";"bisegmentée";"bisegmentées";"bisegmentés";1;0;100062
"bisé";"bisée";"bisées";"bisés";1;0;100063
"bizuté";"bizutée";"bizutées";"bizutés";1;0;100076
"blasonné";"blasonnée";"blasonnées";"blasonnés";1;0;100084
"blistérisé";"blistérisée";"blistérisées";"blistérisés";1;0;100094
"boisé";"boisée";"boisées";"boisés";1;4;100106
"bolchévisé";"bolchévisée";"bolchévisées";"bolchévisés";1;0;100109
"bondérisé";"bondérisée";"bondérisées";"bondérisés";1;0;100113
"botanisé";"botanisée";"botanisées";"botanisés";1;0;100126
"bousillé";"bousillée";"bousillées";"bousillés";1;0;100165
"braisé";"braisée";"braisées";"braisés";1;0;100176
"brasillé";"brasillée";"brasillées";"brasillés";1;0;100185
"brésillé";"brésillée";"brésillées";"brésillés";1;0;100194
"brisé";"brisée";"brisées";"brisés";1;22;100218
"bronzé";"bronzée";"bronzées";"bronzés";1;3;100224
"brutalisé";"brutalisée";"brutalisées";"brutalisés";1;0;100243
"budgétisé";"budgétisée";"budgétisées";"budgétisés";1;0;100246
"bureaucratisé";"bureaucratisée";"bureaucratisées";"bureaucratisés";1;0;100248
"canalisé";"canalisée";"canalisées";"canalisés";1;0;100316
"cancérisé";"cancérisée";"cancérisées";"cancérisés";1;0;100319
"cannibalisé";"cannibalisée";"cannibalisées";"cannibalisés";1;0;100324
"canonisé";"canonisée";"canonisées";"canonisés";1;0;100325
"capitalisé";"capitalisée";"capitalisées";"capitalisés";1;0;100337
"caporalisé";"caporalisée";"caporalisées";"caporalisés";1;0;100341
"caractérisé";"caractérisée";"caractérisées";"caractérisés";1;0;100351
"caramélisé";"caramélisée";"caramélisées";"caramélisés";1;0;100353
"carbonisé";"carbonisée";"carbonisées";"carbonisés";1;0;100362
"caséifié";"caséifiée";"caséifiées";"caséifiés";1;0;100387
"casematé";"casematée";"casematées";"casematés";1;0;100388
"caserné";"casernée";"casernées";"casernés";1;0;100390
"catéchisé";"catéchisée";"catéchisées";"catéchisés";1;0;100395
"catégorisé";"catégorisée";"catégorisées";"catégorisés";1;0;100396
"cautérisé";"cautérisée";"cautérisées";"cautérisés";1;0;100401
"centralisé";"centralisée";"centralisées";"centralisés";1;0;100415
"césarisé";"césarisée";"césarisées";"césarisés";1;0;100422
"chamoisé";"chamoisée";"chamoisées";"chamoisés";1;0;100436
"champagnisé";"champagnisée";"champagnisées";"champagnisés";1;0;100437
"chaptalisé";"chaptalisée";"chaptalisées";"chaptalisés";1;0;100454
"chartérisé";"chartérisée";"chartérisées";"chartérisés";1;0;100463
"chemisé";"chemisée";"chemisées";"chemisés";1;0;100479
"chinoisé";"chinoisée";"chinoisées";"chinoisés";1;0;100501
"choisi";"choisie";"choisies";"choisis";1;173;100512
"ciselé";"ciselée";"ciselées";"ciselés";1;0;100518
"chosifié";"chosifiée";"chosifiées";"chosifiés";1;0;100520
"christianisé";"christianisée";"christianisées";"christianisés";1;0;100526
"chromisé";"chromisée";"chromisées";"chromisés";1;0;100528
"cicatrisé";"cicatrisée";"cicatrisées";"cicatrisés";1;0;100535
"circularisé";"circularisée";"circularisées";"circularisés";1;0;100546
"cisaillé";"cisaillée";"cisaillées";"cisaillés";1;0;100549
"civilisé";"civilisée";"civilisées";"civilisés";1;0;100551
"climatisé";"climatisée";"climatisées";"climatisés";1;1;100580
"clochardisé";"clochardisée";"clochardisées";"clochardisés";1;0;100585
"cloisonné";"cloisonnée";"cloisonnées";"cloisonnés";1;0;100587
"coalisé";"coalisée";"coalisées";"coalisés";1;1;100598
"collectivisé";"collectivisée";"collectivisées";"collectivisés";1;0;100626
"colonisé";"colonisée";"colonisées";"colonisés";1;0;100633
"colorisé";"colorisée";"colorisées";"colorisés";1;0;100636
"commercialisé";"commercialisée";"commercialisées";"commercialisés";1;0;100648
"communalisé";"communalisée";"communalisées";"communalisés";1;0;100654
"comptabilisé";"comptabilisée";"comptabilisées";"comptabilisés";1;0;100685
"conceptualisé";"conceptualisée";"conceptualisées";"conceptualisés";1;0;100693
"concrétisé";"concrétisée";"concrétisées";"concrétisés";1;0;100704
"confractualisé";"confractualisée";"confractualisées";"confractualisés";1;0;100725
"conscientisé";"conscientisée";"conscientisées";"conscientisés";1;0;100745
"constitutionnalisé";"constitutionnalisée";"constitutionnalisées";"constitutionnalisés";1;0;100763
"containerisé";"containerisée";"containerisées";"containerisés";1;0;100769
"conteneurisé";"conteneurisée";"conteneurisées";"conteneurisés";1;0;100772
"contractualisé";"contractualisée";"contractualisées";"contractualisés";1;0;100782
"contresigné";"contresignée";"contresignées";"contresignés";1;0;100812
"contusionné";"contusionnée";"contusionnées";"contusionnés";1;0;100820
"convivialisé";"convivialisée";"convivialisées";"convivialisés";1;0;100828
"correctionnalisé";"correctionnalisée";"correctionnalisées";"correctionnalisés";1;0;100854
"cosigné";"cosignée";"cosignées";"cosignés";1;0;100864
"cotisé";"cotisée";"cotisées";"cotisés";1;0;100870
"courtisé";"courtisée";"courtisées";"courtisés";1;0;100896
"cousiné";"cousinée";"cousinées";"cousinés";1;0;100897
"crédibilisé";"crédibilisée";"crédibilisées";"crédibilisés";1;0;100931
"créolisé";"créolisée";"créolisées";"créolisés";1;0;100937
"créosoté";"créosotée";"créosotées";"créosotés";1;0;100938
"crétinisé";"crétinisée";"crétinisées";"crétinisés";1;0;100942
"criminalisé";"criminalisée";"criminalisées";"criminalisés";1;0;100949
"cristallisé";"cristallisée";"cristallisées";"cristallisés";1;3;100952
"croisé";"croisée";"croisées";"croisés";1;18;100960
"cuisiné";"cuisinée";"cuisinées";"cuisinés";1;0;100978
"culpabilisé";"culpabilisée";"culpabilisées";"culpabilisés";1;0;100985
"cyclisé";"cyclisée";"cyclisées";"cyclisés";1;0;100993
"débanalisé";"débanalisée";"débanalisées";"débanalisés";1;0;101021
"débaptisé";"débaptisée";"débaptisées";"débaptisés";1;0;101024
"débenzolé";"débenzolée";"débenzolées";"débenzolés";1;0;101036
"déboisé";"déboisée";"déboisées";"déboisés";1;0;101049
"débudgétisé";"débudgétisée";"débudgétisées";"débudgétisés";1;0;101078
"débureaucratisé";"débureaucratisée";"débureaucratisées";"débureaucratisés";1;0;101080
"décapitalisé";"décapitalisée";"décapitalisées";"décapitalisés";1;0;101099
"décentralisé";"décentralisée";"décentralisées";"décentralisés";1;0;101117
"déchristianisé";"déchristianisée";"déchristianisées";"déchristianisés";1;0;101144
"décimalisé";"décimalisée";"décimalisées";"décimalisés";1;0;101148
"décléricalisé";"décléricalisée";"décléricalisées";"décléricalisés";1;0;101157
"décloisonné";"décloisonnée";"décloisonnées";"décloisonnés";1;0;101162
"décolonisé";"décolonisée";"décolonisées";"décolonisés";1;0;101175
"décommunisé";"décommunisée";"décommunisées";"décommunisés";1;0;101179
"décousu";"décousue";"décousues";"décousus";1;4;101207
"décrédibilisé";"décrédibilisée";"décrédibilisées";"décrédibilisés";1;0;101215
"décriminalisé";"décriminalisée";"décriminalisées";"décriminalisés";1;0;101223
"décroisé";"décroisée";"décroisées";"décroisés";1;0;101230
"déculpabilisé";"déculpabilisée";"déculpabilisées";"déculpabilisés";1;0;101241
"dédivinisé";"dédivinisée";"dédivinisées";"dédivinisés";1;0;101249
"dédramatisé";"dédramatisée";"dédramatisées";"dédramatisés";1;0;101254
"défavorisé";"défavorisée";"défavorisées";"défavorisés";1;2;101264
"déferrisé";"déferrisée";"déferrisées";"déferrisés";1;0;101271
"défiscalisé";"défiscalisée";"défiscalisées";"défiscalisés";1;0;101282
"défrancisé";"défrancisée";"défrancisées";"défrancisés";1;0;101299
"défrisé";"défrisée";"défrisées";"défrisés";1;0;101306
"dégasoliné";"dégasolinée";"dégasolinées";"dégasolinés";1;0;101317
"dégazé";"dégazée";"dégazées";"dégazés";1;0;101319
"dégazoliné";"dégazolinée";"dégazolinées";"dégazolinés";1;0;101320
"dégazonné";"dégazonnée";"dégazonnées";"dégazonnés";1;0;101321
"dégoisé";"dégoisée";"dégoisées";"dégoisés";1;0;101335
"dégrisé";"dégrisée";"dégrisées";"dégrisés";1;0;101358
"déguisé";"déguisée";"déguisées";"déguisés";1;7;101366
"délabialisé";"délabialisée";"délabialisées";"délabialisés";1;0;101385
"délocalisé";"délocalisée";"délocalisées";"délocalisés";1;0;101413
"démacadamisé";"démacadamisée";"démacadamisées";"démacadamisés";1;0;101421
"démagnétisé";"démagnétisée";"démagnétisées";"démagnétisés";1;0;101424
"dématérialisé";"dématérialisée";"dématérialisées";"dématérialisés";1;0;101443
"démazouté";"démazoutée";"démazoutées";"démazoutés";1;0;101444
"démédicalisé";"démédicalisée";"démédicalisées";"démédicalisés";1;0;101445
"déméthanisé";"déméthanisée";"déméthanisées";"déméthanisés";1;0;101453
"démilitarisé";"démilitarisée";"démilitarisées";"démilitarisés";1;0;101458
"déminéralisé";"déminéralisée";"déminéralisées";"déminéralisés";1;0;101460
"démocratisé";"démocratisée";"démocratisées";"démocratisés";1;0;101463
"démonétisé";"démonétisée";"démonétisées";"démonétisés";1;0;101467
"démoralisé";"démoralisée";"démoralisées";"démoralisés";1;0;101470
"démuselé";"démuselée";"démuselées";"démuselés";1;0;101482
"démutisé";"démutisée";"démutisées";"démutisés";1;0;101483
"démyélinisé";"démyélinisée";"démyélinisées";"démyélinisés";1;0;101484
"dénasalisé";"dénasalisée";"dénasalisées";"dénasalisés";1;0;101488
"dénationalisé";"dénationalisée";"dénationalisées";"dénationalisés";1;0;101489
"dénaturalisé";"dénaturalisée";"dénaturalisées";"dénaturalisés";1;0;101491
"dénazifié";"dénazifiée";"dénazifiées";"dénazifiés";1;0;101493
"dénébulisé";"dénébulisée";"dénébulisées";"dénébulisés";1;0;101495
"déniaisé";"déniaisée";"déniaisées";"déniaisés";1;0;101498
"dénicotinisé";"dénicotinisée";"dénicotinisées";"dénicotinisés";1;0;101501
"dénucléarisé";"dénucléarisée";"dénucléarisées";"dénucléarisés";1;0;101516
"déparasité";"déparasitée";"déparasitées";"déparasités";1;0;101526
"départementalisé";"départementalisée";"départementalisées";"départementalisés";1;0;101532
"dépénalisé";"dépénalisée";"dépénalisées";"dépénalisés";1;0;101545
"dépentaffisé";"dépentaffisée";"dépentaffisées";"dépentaffisés";1;0;101548
"dépersonnalisé";"dépersonnalisée";"dépersonnalisées";"dépersonnalisés";1;0;101550
"dépoétisé";"dépoétisée";"dépoétisées";"dépoétisés";1;0;101574
"dépolarisé";"dépolarisée";"dépolarisées";"dépolarisés";1;0;101577
"dépolitisé";"dépolitisée";"dépolitisées";"dépolitisés";1;0;101579
"dépolymérisé";"dépolymérisée";"dépolymérisées";"dépolymérisés";1;0;101581
"dépressurisé";"dépressurisée";"dépressurisées";"dépressurisés";1;0;101596
"déprisé";"déprisée";"déprisées";"déprisés";1;0;101598
"déprolétarisé";"déprolétarisée";"déprolétarisées";"déprolétarisés";1;0;101600
"dépropanisé";"dépropanisée";"dépropanisées";"dépropanisés";1;0;101601
"déraisonné";"déraisonnée";"déraisonnées";"déraisonnés";1;0;101614
"dératisé";"dératisée";"dératisées";"dératisés";1;0;101620
"déréalisé";"déréalisée";"déréalisées";"déréalisés";1;0;101622
"déresponsabilisé";"déresponsabilisée";"déresponsabilisées";"déresponsabilisés";1;0;101627
"désabonné";"désabonnée";"désabonnées";"désabonnés";1;0;101638
"désabrié";"désabriée";"désabriées";"désabriés";1;0;101639
"désabusé";"désabusée";"désabusées";"désabusés";1;7;101640
"désaccentué";"désaccentuée";"désaccentuées";"désaccentués";1;0;101641
"désacclimaté";"désacclimatée";"désacclimatées";"désacclimatés";1;0;101642
"désaccordé";"désaccordée";"désaccordées";"désaccordés";1;1;101643
"désaccouplé";"désaccouplée";"désaccouplées";"désaccouplés";1;0;101644
"désaccoutumé";"désaccoutumée";"désaccoutumées";"désaccoutumés";1;0;101645
"désacidifié";"désacidifiée";"désacidifiées";"désacidifiés";1;0;101646
"désaciéré";"désaciérée";"désaciérées";"désaciérés";1;0;101647
"désacralisé";"désacralisée";"désacralisées";"désacralisés";1;0;101648
"désactivé";"désactivée";"désactivées";"désactivés";1;0;101649
"désadapté";"désadaptée";"désadaptées";"désadaptés";1;0;101650
"désaéré";"désaérée";"désaérées";"désaérés";1;0;101651
"désaffecté";"désaffectée";"désaffectées";"désaffectés";1;1;101652
"désaffectionné";"désaffectionnée";"désaffectionnées";"désaffectionnés";1;0;101653
"désaffilié";"désaffiliée";"désaffiliées";"désaffiliés";1;0;101654
"désagencé";"désagencée";"désagencées";"désagencés";1;0;101655
"désagrafé";"désagrafée";"désagrafées";"désagrafés";1;0;101656
"désagrégé";"désagrégée";"désagrégées";"désagrégés";1;0;101657
"désaimanté";"désaimantée";"désaimantées";"désaimantés";1;0;101658
"désaisonnalisé";"désaisonnalisée";"désaisonnalisées";"désaisonnalisés";1;0;101659
"désajusté";"désajustée";"désajustées";"désajustés";1;0;101660
"désaliéné";"désaliénée";"désaliénées";"désaliénés";1;0;101661
"désaligné";"désalignée";"désalignées";"désalignés";1;0;101662
"désalpé";"désalpée";"désalpées";"désalpés";1;0;101663
"désaltéré";"désaltérée";"désaltérées";"désaltérés";1;0;101664
"désamarré";"désamarrée";"désamarrées";"désamarrés";1;0;101665
"désambiguisé";"désambiguisée";"désambiguisées";"désambiguisés";1;0;101666
"désamidonné";"désamidonnée";"désamidonnées";"désamidonnés";1;0;101668
"désaminé";"désaminée";"désaminées";"désaminés";1;0;101669
"désamorcé";"désamorcée";"désamorcées";"désamorcés";1;0;101670
"désannexé";"désannexée";"désannexées";"désannexés";1;0;101671
"désapé";"désapée";"désapées";"désapés";1;0;101672
"désapparié";"désappariée";"désappariées";"désappariés";1;0;101673
"désappointé";"désappointée";"désappointées";"désappointés";1;0;101674
"désappris";"désapprise";"désapprises";"désappriss";1;0;101675
"désapprouvé";"désapprouvée";"désapprouvées";"désapprouvés";1;0;101676
"désapprovisionné";"désapprovisionnée";"désapprovisionnées";"désapprovisionnés";1;0;101677
"désarçonné";"désarçonnée";"désarçonnées";"désarçonnés";1;0;101678
"désargenté";"désargentée";"désargentées";"désargentés";1;0;101679
"désarmé";"désarmée";"désarmées";"désarmés";1;0;101680
"désarrimé";"désarrimée";"désarrimées";"désarrimés";1;0;101681
"désarticulé";"désarticulée";"désarticulées";"désarticulés";1;0;101682
"désassemblé";"désassemblée";"désassemblées";"désassemblés";1;0;101683
"désassimilé";"désassimilée";"désassimilées";"désassimilés";1;0;101684
"désassorti";"désassortie";"désassorties";"désassortis";1;0;101685
"désatellisé";"désatellisée";"désatellisées";"désatellisés";1;0;101686
"désatomisé";"désatomisée";"désatomisées";"désatomisés";1;0;101687
"désavantagé";"désavantagée";"désavantagées";"désavantagés";1;0;101688
"désaveuglé";"désaveuglée";"désaveuglées";"désaveuglés";1;0;101689
"désavoué";"désavouée";"désavouées";"désavoués";1;0;101690
"désaxé";"désaxée";"désaxées";"désaxés";1;2;101691
"déscolarisé";"déscolarisée";"déscolarisées";"déscolarisés";1;0;101694
"déséchafaudé";"déséchafaudée";"déséchafaudées";"déséchafaudés";1;0;101695
"déséchoué";"déséchouée";"déséchouées";"déséchoués";1;0;101696
"désectorisé";"désectorisée";"désectorisées";"désectorisés";1;0;101697
"désembobiné";"désembobinée";"désembobinées";"désembobinés";1;0;101698
"désembourbé";"désembourbée";"désembourbées";"désembourbés";1;0;101699
"désembourgeoisé";"désembourgeoisée";"désembourgeoisées";"désembourgeoisés";1;0;101700
"désembouteillé";"désembouteillée";"désembouteillées";"désembouteillés";1;0;101701
"désembrayé";"désembrayée";"désembrayées";"désembrayés";1;0;101702
"désembué";"désembuée";"désembuées";"désembués";1;0;101703
"désemmanché";"désemmanchée";"désemmanchées";"désemmanchés";1;0;101704
"désemparé";"désemparée";"désemparées";"désemparés";1;6;101705
"désempesé";"désempesée";"désempesées";"désempesés";1;0;101706
"désempli";"désemplie";"désemplies";"désemplis";1;0;101707
"désemprisonné";"désemprisonnée";"désemprisonnées";"désemprisonnés";1;0;101708
"désencadré";"désencadrée";"désencadrées";"désencadrés";1;0;101709
"désencarté";"désencartée";"désencartées";"désencartés";1;0;101710
"désenchaîné";"désenchaînée";"désenchaînées";"désenchaînés";1;0;101711
"désenchanté";"désenchantée";"désenchantées";"désenchantés";1;0;101712
"désenclavé";"désenclavée";"désenclavées";"désenclavés";1;0;101713
"désencollé";"désencollée";"désencollées";"désencollés";1;0;101714
"désencombré";"désencombrée";"désencombrées";"désencombrés";1;0;101715
"désencrassé";"désencrassée";"désencrassées";"désencrassés";1;0;101716
"désendetté";"désendettée";"désendettées";"désendettés";1;0;101717
"désénervé";"désénervée";"désénervées";"désénervés";1;0;101718
"désenfilé";"désenfilée";"désenfilées";"désenfilés";1;0;101719
"désenflammé";"désenflammée";"désenflammées";"désenflammés";1;0;101720
"désenflé";"désenflée";"désenflées";"désenflés";1;0;101721
"désenfumé";"désenfumée";"désenfumées";"désenfumés";1;0;101722
"désengagé";"désengagée";"désengagées";"désengagés";1;0;101723
"désenglué";"désengluée";"désengluées";"désenglués";1;0;101724
"désengorgé";"désengorgée";"désengorgées";"désengorgés";1;0;101725
"désengourdi";"désengourdie";"désengourdies";"désengourdis";1;0;101726
"désengrené";"désengrenée";"désengrenées";"désengrenés";1;0;101727
"désenivré";"désenivrée";"désenivrées";"désenivrés";1;0;101728
"désenlacé";"désenlacée";"désenlacées";"désenlacés";1;0;101729
"désenlaidi";"désenlaidie";"désenlaidies";"désenlaidis";1;0;101730
"désennuyé";"désennuyée";"désennuyées";"désennuyés";1;0;101731
"désenrayé";"désenrayée";"désenrayées";"désenrayés";1;0;101732
"désenrhumé";"désenrhumée";"désenrhumées";"désenrhumés";1;0;101733
"désenroué";"désenrouée";"désenrouées";"désenroués";1;0;101734
"désenroulé";"désenroulée";"désenroulées";"désenroulés";1;0;101735
"désensablé";"désensablée";"désensablées";"désensablés";1;0;101736
"désensibilisé";"désensibilisée";"désensibilisées";"désensibilisés";1;0;101737
"désensorcelé";"désensorcelée";"désensorcelées";"désensorcelés";1;0;101738
"désentassé";"désentassée";"désentassées";"désentassés";1;0;101739
"désenterré";"désenterrée";"désenterrées";"désenterrés";1;0;101740
"désentoilé";"désentoilée";"désentoilées";"désentoilés";1;0;101741
"désentortillé";"désentortillée";"désentortillées";"désentortillés";1;0;101742
"désentravé";"désentravée";"désentravées";"désentravés";1;0;101743
"désenvasé";"désenvasée";"désenvasées";"désenvasés";1;0;101744
"désenveloppé";"désenveloppée";"désenveloppées";"désenveloppés";1;0;101745
"désenvenimé";"désenvenimée";"désenvenimées";"désenvenimés";1;0;101746
"désenvergué";"désenverguée";"désenverguées";"désenvergués";1;0;101747
"désenvoété";"désenvoétée";"désenvoétées";"désenvoétés";1;0;101748
"désépaissi";"désépaissie";"désépaissies";"désépaissis";1;0;101749
"déséquilibré";"déséquilibrée";"déséquilibrées";"déséquilibrés";1;2;101750
"déséquipé";"déséquipée";"déséquipées";"déséquipés";1;0;101751
"déserté";"désertée";"désertées";"désertés";1;0;101752
"désertifié";"désertifiée";"désertifiées";"désertifiés";1;0;101753
"désespéré";"désespérée";"désespérées";"désespérés";1;17;101754
"désessencié";"désessenciée";"désessenciées";"désessenciés";1;0;101755
"désétabli";"désétablie";"désétablies";"désétablis";1;0;101756
"désétamé";"désétamée";"désétamées";"désétamés";1;0;101757
"désétatisé";"désétatisée";"désétatisées";"désétatisés";1;0;101758
"déséthanisé";"déséthanisée";"déséthanisées";"déséthanisés";1;0;101759
"désexciteé";"désexciteée";"désexciteées";"désexciteés";1;0;101760
"désexualisé";"désexualisée";"désexualisées";"désexualisés";1;0;101761
"déshumanisé";"déshumanisée";"déshumanisées";"déshumanisés";1;0;101768
"désigné";"désignée";"désignées";"désignés";1;0;101773
"désillusionné";"désillusionnée";"désillusionnées";"désillusionnés";1;0;101774
"désincarné";"désincarnée";"désincarnées";"désincarnés";1;0;101775
"désincorporé";"désincorporée";"désincorporées";"désincorporés";1;0;101776
"désincrusté";"désincrustée";"désincrustées";"désincrustés";1;0;101777
"désinculpé";"désinculpée";"désinculpées";"désinculpés";1;0;101778
"désindexé";"désindexée";"désindexées";"désindexés";1;0;101779
"désindustrialisé";"désindustrialisée";"désindustrialisées";"désindustrialisés";1;0;101780
"désinfecté";"désinfectée";"désinfectées";"désinfectés";1;0;101781
"désinformé";"désinformée";"désinformées";"désinformés";1;0;101782
"désinhibé";"désinhibée";"désinhibées";"désinhibés";1;0;101783
"désinsectisé";"désinsectisée";"désinsectisées";"désinsectisés";1;0;101784
"désintégré";"désintégrée";"désintégrées";"désintégrés";1;0;101785
"désintéressé";"désintéressée";"désintéressées";"désintéressés";1;5;101786
"désintoxiqué";"désintoxiquée";"désintoxiquées";"désintoxiqués";1;0;101787
"désinvesti";"désinvestie";"désinvesties";"désinvestis";1;0;101788
"désinvité";"désinvitée";"désinvitées";"désinvités";1;0;101789
"désiré";"désirée";"désirées";"désirés";1;0;101790
"désisté";"désistée";"désistées";"désistés";1;0;101791
"désobéi";"désobéie";"désobéies";"désobéis";1;0;101792
"désobligé";"désobligée";"désobligées";"désobligés";1;0;101793
"désobstrué";"désobstruée";"désobstruées";"désobstrués";1;0;101794
"désoccupé";"désoccupée";"désoccupées";"désoccupés";1;0;101795
"désocialisé";"désocialisée";"désocialisées";"désocialisés";1;0;101796
"désodorisé";"désodorisée";"désodorisées";"désodorisés";1;0;101797
"désolé";"désolée";"désolées";"désolés";1;10;101798
"désolidarisé";"désolidarisée";"désolidarisées";"désolidarisés";1;0;101799
"désoperculé";"désoperculée";"désoperculées";"désoperculés";1;0;101800
"désopilé";"désopilée";"désopilées";"désopilés";1;0;101801
"désorbé";"désorbée";"désorbées";"désorbés";1;0;101802
"désorbité";"désorbitée";"désorbitées";"désorbités";1;0;101803
"désordonné";"désordonnée";"désordonnées";"désordonnés";1;9;101804
"désorganisé";"désorganisée";"désorganisées";"désorganisés";1;0;101805
"désorienté";"désorientée";"désorientées";"désorientés";1;5;101806
"désossé";"désossée";"désossées";"désossés";1;0;101807
"désoufflé";"désoufflée";"désoufflées";"désoufflés";1;0;101808
"désoxydé";"désoxydée";"désoxydées";"désoxydés";1;0;101809
"désoxygéné";"désoxygénée";"désoxygénées";"désoxygénés";1;0;101810
"despécialisé";"despécialisée";"despécialisées";"despécialisés";1;0;101811
"destabilisé";"destabilisée";"destabilisées";"destabilisés";1;0;101831
"destalinisé";"destalinisée";"destalinisées";"destalinisés";1;0;101832
"désubjectivisé";"désubjectivisée";"désubjectivisées";"désubjectivisés";1;0;101837
"désulfité";"désulfitée";"désulfitées";"désulfités";1;0;101838
"désulfuré";"désulfurée";"désulfurées";"désulfurés";1;0;101839
"désuni";"désunie";"désunies";"désunis";1;0;101840
"désynchronisé";"désynchronisée";"désynchronisées";"désynchronisés";1;0;101841
"dévalisé";"dévalisée";"dévalisées";"dévalisés";1;0;101887
"dévalorisé";"dévalorisée";"dévalorisées";"dévalorisés";1;0;101888
"dévirginisé";"dévirginisée";"dévirginisées";"dévirginisés";1;0;101908
"dévirilisé";"dévirilisée";"dévirilisées";"dévirilisés";1;0;101909
"dévisagé";"dévisagée";"dévisagées";"dévisagés";1;0;101911
"devisé";"devisée";"devisées";"devisés";1;0;101912
"dévitalisé";"dévitalisée";"dévitalisées";"dévitalisés";1;0;101914
"dézippé";"dézippée";"dézippées";"dézippés";1;0;101923
"diabolisé";"diabolisée";"diabolisées";"diabolisés";1;0;101924
"dialectalisé";"dialectalisée";"dialectalisées";"dialectalisés";1;0;101926
"dialectisé";"dialectisée";"dialectisées";"dialectisés";1;0;101927
"digitalisé";"digitalisée";"digitalisées";"digitalisés";1;0;101944
"discrétisé";"discrétisée";"discrétisées";"discrétisés";1;0;101968
"divinisé";"divinisée";"divinisées";"divinisés";1;0;102007
"divisé";"divisée";"divisées";"divisés";1;0;102008
"dogmatisé";"dogmatisée";"dogmatisées";"dogmatisés";1;0;102014
"donjuanisé";"donjuanisée";"donjuanisées";"donjuanisés";1;0;102021
"dramatisé";"dramatisée";"dramatisées";"dramatisés";1;0;102041
"dynamisé";"dynamisée";"dynamisées";"dynamisés";1;0;102063
"ébiselé";"ébiselée";"ébiselées";"ébiselés";1;0;102073
"ébousiné";"ébousinée";"ébousinées";"ébousinés";1;0;102084
"ébraisé";"ébraisée";"ébraisées";"ébraisés";1;0;102086
"économisé";"économisée";"économisées";"économisés";1;0;102144
"eczématisé";"eczématisée";"eczématisées";"eczématisés";1;0;102177
"égalisé";"égalisée";"égalisées";"égalisés";1;0;102211
"égosillé";"égosillée";"égosillées";"égosillés";1;0;102216
"égrisé";"égrisée";"égrisées";"égrisés";1;0;102223
"électrisé";"électrisée";"électrisées";"électrisés";1;0;102238
"électronisé";"électronisée";"électronisées";"électronisés";1;0;102241
"embourgeoisé";"embourgeoisée";"embourgeoisées";"embourgeoisés";1;0;102297
"émerisé";"émerisée";"émerisées";"émerisés";1;0;102322
"emmagasiné";"emmagasinée";"emmagasinées";"emmagasinés";1;0;102330
"emmortaisé";"emmortaisée";"emmortaisées";"emmortaisés";1;0;102344
"empoisonné";"empoisonnée";"empoisonnées";"empoisonnés";1;0;102392
"emprésuré";"emprésurée";"emprésurées";"emprésurés";1;0;102401
"emprisonné";"emprisonnée";"emprisonnées";"emprisonnés";1;0;102402
"encaserné";"encasernée";"encasernées";"encasernés";1;0;102425
"enchemisé";"enchemisée";"enchemisées";"enchemisés";1;0;102444
"encroisé";"encroisée";"encroisées";"encroisés";1;0;102471
"endivisionné";"endivisionnée";"endivisionnées";"endivisionnés";1;0;102483
"engazonné";"engazonnée";"engazonnées";"engazonnés";1;0;102524
"enlisé";"enlisée";"enlisées";"enlisés";1;0;102570
"enrésiné";"enrésinée";"enrésinées";"enrésinés";1;0;102592
"ensaisiné";"ensaisinée";"ensaisinées";"ensaisinés";1;0;102605
"enthousiasmé";"enthousiasmée";"enthousiasmées";"enthousiasmés";1;0;102634
"entrecroisé";"entrecroisée";"entrecroisées";"entrecroisés";1;0;102647
